Candidate_ID,Name,Age,Age_Range,Gender,Employment_Status_at_time_of_offer,Location,Role,Source,Applied_Date,Current_Status,Offer_Date,Promised_Joining,Join_Date,Joining_Gap,Action_Needed
BJYSSGP,Ava Marie Harris,28,Young,Male,Unemployed,Singapore,Analyst,Job Portal,02-05-2025,Offered,22-05-2025,Immediately,,,Follow up
KK99HYD,Olivia Sue Brown,32,Middle Aged,Female,Employed,Hyderabad,Manager,Internal,30-04-2025,Accepted,10-05-2025,30 Days,,,Send reminder
XS2RNYC,Heidi Sue Martin,35,Middle Aged,Male,Unemployed,New York,Manager,Referral,28-04-2025,Interviewed,,,,12,Await Decision
OI75HYD,Bob Beth Martin,29,Young,Male,Employed,Hyderabad,Analyst,Campus,21-05-2025,Offered,07-06-2025,15 Days,,,Follow up
N1DVNYC,Daniel Louise Moore,25,Young,Female,Student,New York,Designer,Campus,25-04-2025,Interviewed,,,,,Await Decision
K4B3HYD,James Marie Clark,28,Young,Female,Unemployed,Hyderabad,Engineer,Campus,01-05-2025,Offered,18-05-2025,30 Days,,,Follow up
DAR7SGP,Charlie Beth Thompson,38,Middle Aged,Male,Employed,Singapore,Analyst,Referral,26-04-2025,Accepted,07-05-2025,Immediately,,,Send reminder
WS2FNYC,William Louise Wilson,39,Middle Aged,Male,Unemployed,New York,Analyst,Internal,08-05-2025,Accepted,25-05-2025,30 Days,,,Send reminder
2G08SGP,Eve Lee Clark,28,Young,Male,Unemployed,Singapore,Manager,Internal,06-05-2025,Offered,17-05-2025,Immediately,,,Follow up
FIMFSGP,Charlie Jane Jackson,29,Young,Non-Binary,Unemployed,Singapore,Engineer,Referral,23-05-2025,Interviewed,,,,,Await Decision
0CD1LON,Judy Marie Rodriguez,24,Young,Male,Unemployed,London,Engineer,Campus,09-05-2025,Joined,29-05-2025,Immediately,10-06-2025,,No Action
6Z03SGP,Alice Wilson,42,Aging,Non-Binary,Employed,Singapore,Engineer,Referral,09-05-2025,Interviewed,,,,,Await Decision
CPEELON,Judy Grace Miller,40,Middle Aged,Female,Employed,London,Manager,Job Portal,06-05-2025,Offered,24-05-2025,Immediately,,,Follow up
ID90SGP,Olivia Dean Brown,44,Aging,Female,Employed,Singapore,Designer,Referral,29-04-2025,Offered,10-05-2025,30 Days,,12,Follow up
8V6ANYC,Ava Grace Clark,39,Middle Aged,Female,Unemployed,New York,Engineer,Job Portal,05-05-2025,Accepted,23-05-2025,30 Days,,13,Send reminder
0TWNSGP,Ava Miller,37,Middle Aged,Female,Employed,Singapore,Analyst,Campus,28-04-2025,Offered,17-05-2025,15 Days,,,Follow up
4WV1HYD,Ava Marie Martin,37,Middle Aged,Male,Employed,Hyderabad,Manager,Referral,21-05-2025,Interviewed,,,,,Await Decision
VIN5LON,Charlie Lee White,41,Aging,Male,Employed,London,Manager,Referral,21-05-2025,Interviewed,,,,,Await Decision
J0YBNYC,David Scott Robinson,37,Middle Aged,Female,Unemployed,New York,Designer,Referral,06-05-2025,Interviewed,,,,15,Await Decision
BGI6LON,Sophia Mae Martinez,37,Middle Aged,Male,Employed,London,Designer,Campus,06-05-2025,Offered,23-05-2025,30 Days,,,Follow up
41E4NYC,Emily Elizabeth Martinez,37,Middle Aged,Male,Unemployed,New York,Engineer,Referral,16-05-2025,Accepted,27-05-2025,30 Days,,,Send reminder
8OQ3LON,Eve Grace Rodriguez,31,Middle Aged,Male,Employed,London,Manager,Job Portal,05-05-2025,Joined,16-05-2025,15 Days,28-05-2025,,No Action
1VDJNYC,Eve Lee White,27,Young,Female,Unemployed,New York,Analyst,Internal,20-05-2025,Joined,30-05-2025,15 Days,12-06-2025,,No Action
GNULLON,Olivia Elizabeth Brown,40,Middle Aged,Female,Unemployed,London,Manager,Internal,15-05-2025,Interviewed,,,,,Await Decision
KTTZHYD,Diana Beth Rodriguez,24,Young,Male,Employed,Hyderabad,Engineer,Campus,20-05-2025,Interviewed,,,,9,Await Decision
O9Z4LON,Emily Elizabeth Rodriguez,31,Middle Aged,Female,Employed,London,Analyst,Referral,09-05-2025,Interviewed,,,,,Await Decision
924JNYC,Alice Marie Williams,42,Aging,Female,Employed,New York,Engineer,Internal,05-05-2025,Joined,21-05-2025,30 Days,05-06-2025,,No Action
SY84HYD,Alice Thomas Martin,28,Young,Female,Employed,Hyderabad,Manager,Campus,15-05-2025,Interviewed,,,,,Await Decision
0GGCNYC,Bob Elizabeth Jones,23,Young,Female,Employed,New York,Manager,Internal,29-04-2025,Accepted,14-05-2025,Immediately,,7,Send reminder
D67TLON,Eve Lynn Jones,43,Aging,Female,Employed,London,Designer,Campus,29-04-2025,Interviewed,,,,13,Await Decision
1SS1NYC,Charlie Beth Smith,45,Aging,Male,Employed,New York,Designer,Job Portal,12-05-2025,Accepted,24-05-2025,30 Days,,,Send reminder
ESESHYD,Sarah Rose Davis,33,Middle Aged,Male,Employed,Hyderabad,Designer,Campus,17-05-2025,Accepted,06-06-2025,Immediately,,14,Send reminder
GCVVLON,James Ann Jones,25,Young,Male,Unemployed,London,Manager,Campus,12-05-2025,Joined,30-05-2025,15 Days,08-06-2025,8,No Action
K3KNNYC,Emily Sue Wilson,24,Young,Female,Student,New York,Designer,Job Portal,18-05-2025,Interviewed,,,,,Await Decision
DR8UNYC,Alice White,29,Young,Female,Unemployed,New York,Manager,Referral,23-05-2025,Offered,06-06-2025,30 Days,,,Follow up
SAD4LON,Eve Victoria Williams,44,Aging,Male,Employed,London,Analyst,Job Portal,22-05-2025,Interviewed,,,,11,Await Decision
91SIHYD,Frank Mae Thompson,26,Young,Female,Unemployed,Hyderabad,Manager,Referral,06-05-2025,Joined,18-05-2025,30 Days,25-05-2025,,No Action
A908HYD,David Lynn Thompson,30,Middle Aged,Non-Binary,Employed,Hyderabad,Engineer,Internal,19-05-2025,Joined,04-06-2025,30 Days,17-06-2025,,No Action
1XS6SGP,Sarah Thomas Jones,39,Middle Aged,Female,Unemployed,Singapore,Analyst,Internal,14-05-2025,Accepted,27-05-2025,Immediately,,,Send reminder
ZWP0HYD,Bob Louise Robinson,26,Young,Male,Employed,Hyderabad,Manager,Job Portal,14-05-2025,Joined,31-05-2025,15 Days,14-06-2025,,No Action
UB51LON,Frank Lynn Garcia,25,Young,Male,Employed,London,Engineer,Job Portal,14-05-2025,Joined,03-06-2025,Immediately,11-06-2025,9,No Action
4B92NYC,Sophia Louise Clark,35,Middle Aged,Male,Unemployed,New York,Analyst,Referral,27-04-2025,Offered,10-05-2025,30 Days,,,Follow up
IDYZLON,James Rose Brown,30,Middle Aged,Male,Unemployed,London,Designer,Job Portal,08-05-2025,Interviewed,,,,,Await Decision
KC6XLON,Bob Jane Jones,44,Aging,Male,Employed,London,Designer,Campus,16-05-2025,Joined,05-06-2025,15 Days,16-06-2025,,No Action
ZBAXNYC,Heidi Jane Robinson,43,Aging,Male,Unemployed,New York,Designer,Referral,13-05-2025,Offered,30-05-2025,Immediately,,,Follow up
VNIWNYC,William Harris,30,Middle Aged,Female,Employed,New York,Engineer,Referral,12-05-2025,Interviewed,,,,,Await Decision
0MTXNYC,Daniel Ann Clark,44,Aging,Male,Employed,New York,Engineer,Job Portal,05-05-2025,Interviewed,,,,,Await Decision
PQPGNYC,Sophia Thomas Brown,37,Middle Aged,Male,Employed,New York,Analyst,Campus,16-05-2025,Offered,05-06-2025,30 Days,,11,Follow up
Q50FSGP,Frank Drew Moore,32,Middle Aged,Male,Employed,Singapore,Engineer,Referral,21-05-2025,Joined,06-06-2025,30 Days,15-06-2025,,No Action
1YD5HYD,Sarah Elizabeth Garcia,39,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Campus,08-05-2025,Offered,24-05-2025,30 Days,,11,Follow up
KQGGHYD,Ivan Thomas Wilson,31,Middle Aged,Female,Unemployed,Hyderabad,Designer,Campus,24-04-2025,Offered,12-05-2025,15 Days,,,Follow up
NGATLON,David Mae Moore,28,Young,Female,Employed,London,Designer,Job Portal,20-05-2025,Accepted,03-06-2025,15 Days,,,Send reminder
IF82LON,Judy Lee Smith,28,Young,Female,Unemployed,London,Designer,Referral,24-04-2025,Interviewed,,,,,Await Decision
KHEBSGP,James Elizabeth Martinez,23,Young,Female,Employed,Singapore,Analyst,Internal,08-05-2025,Offered,27-05-2025,Immediately,,,Follow up
NWGFNYC,Grace Miller,36,Middle Aged,Male,Unemployed,New York,Analyst,Campus,20-05-2025,Accepted,05-06-2025,15 Days,,,Send reminder
EB3KHYD,Eve Louise Taylor,32,Middle Aged,Female,Employed,Hyderabad,Engineer,Job Portal,08-05-2025,Joined,28-05-2025,30 Days,08-06-2025,,No Action
97CNHYD,David Jane Martin,34,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Referral,16-05-2025,Accepted,03-06-2025,15 Days,,13,Send reminder
NYL1NYC,Sophia Mae Wilson,23,Young,Male,Employed,New York,Analyst,Job Portal,28-04-2025,Joined,10-05-2025,30 Days,21-05-2025,8,No Action
3E4MSGP,Sarah Beth Robinson,41,Aging,Female,Employed,Singapore,Engineer,Campus,04-05-2025,Accepted,24-05-2025,15 Days,,,Send reminder
PI2GHYD,Eve Grace Anderson,26,Young,Male,Employed,Hyderabad,Designer,Referral,20-05-2025,Accepted,31-05-2025,Immediately,,,Send reminder
56T3HYD,Daniel Scott Jackson,22,Young,Female,Unemployed,Hyderabad,Designer,Internal,03-05-2025,Interviewed,,,,,Await Decision
LEZTHYD,Judy William Robinson,35,Middle Aged,Female,Employed,Hyderabad,Manager,Job Portal,25-04-2025,Offered,15-05-2025,30 Days,,,Follow up
QKW5SGP,Ava Ann Brown,37,Middle Aged,Female,Unemployed,Singapore,Manager,Referral,05-05-2025,Offered,24-05-2025,30 Days,,11,Follow up
TMKMLON,Olivia Ray Jackson,38,Middle Aged,Male,Unemployed,London,Engineer,Campus,02-05-2025,Offered,20-05-2025,30 Days,,,Follow up
7XBALON,William Ann White,29,Young,Male,Employed,London,Analyst,Referral,11-05-2025,Joined,26-05-2025,15 Days,08-06-2025,,No Action
7IHGSGP,Ivan Drew Jones,39,Middle Aged,Female,Employed,Singapore,Manager,Internal,27-04-2025,Joined,07-05-2025,30 Days,15-05-2025,,No Action
E3MBHYD,Sarah Marie Robinson,32,Middle Aged,Female,Employed,Hyderabad,Designer,Job Portal,26-04-2025,Accepted,11-05-2025,30 Days,,,Send reminder
68IRSGP,Ivan Drew Jones,39,Middle Aged,Male,Employed,Singapore,Manager,Referral,30-04-2025,Offered,10-05-2025,30 Days,,,Follow up
UMM1HYD,Heidi Rose Robinson,30,Middle Aged,Male,Employed,Hyderabad,Analyst,Internal,24-04-2025,Interviewed,,,,,Await Decision
7YIYLON,Sophia William Smith,27,Young,Male,Employed,London,Designer,Internal,26-04-2025,Interviewed,,,,,Await Decision
R3DDNYC,Diana Scott Brown,33,Middle Aged,Female,Unemployed,New York,Designer,Internal,03-05-2025,Joined,21-05-2025,15 Days,01-06-2025,14,No Action
REULHYD,Heidi Sue Rodriguez,23,Young,Female,Student,Hyderabad,Designer,Internal,16-05-2025,Offered,02-06-2025,Immediately,,,Follow up
9UCMLON,Eve Drew Jackson,25,Young,Non-Binary,Employed,London,Engineer,Referral,04-05-2025,Accepted,20-05-2025,15 Days,,,Send reminder
6GH9HYD,James Louise Taylor,25,Young,Male,Employed,Hyderabad,Engineer,Campus,13-05-2025,Accepted,27-05-2025,30 Days,,,Send reminder
PU6ASGP,Emily Beth Davis,24,Young,Male,Student,Singapore,Manager,Referral,26-04-2025,Offered,15-05-2025,Immediately,,,Follow up
4959SGP,Michael Elizabeth Miller,35,Middle Aged,Non-Binary,Unemployed,Singapore,Analyst,Campus,22-05-2025,Interviewed,,,,,Await Decision
FWDFLON,Ivan Elizabeth Brown,30,Middle Aged,Male,Employed,London,Analyst,Campus,23-05-2025,Offered,06-06-2025,15 Days,,10,Follow up
IESSNYC,James Lynn Martinez,41,Aging,Non-Binary,Employed,New York,Designer,Campus,08-05-2025,Accepted,21-05-2025,30 Days,,,Send reminder
WDF8NYC,Frank Elizabeth Miller,43,Aging,Female,Employed,New York,Analyst,Referral,20-05-2025,Joined,06-06-2025,30 Days,20-06-2025,,No Action
T3NUSGP,Emily William Rodriguez,25,Young,Female,Student,Singapore,Designer,Campus,09-05-2025,Interviewed,,,,,Await Decision
FMRENYC,Ivan Jane Miller,36,Middle Aged,Male,Employed,New York,Analyst,Referral,03-05-2025,Offered,14-05-2025,Immediately,,,Follow up
XUY5HYD,David Mae Harris,30,Middle Aged,Female,Employed,Hyderabad,Designer,Internal,22-05-2025,Accepted,08-06-2025,15 Days,,,Send reminder
06LVLON,Heidi Lee Brown,34,Middle Aged,Male,Employed,London,Analyst,Job Portal,12-05-2025,Offered,25-05-2025,15 Days,,,Follow up
I9YFSGP,Sarah Elizabeth Anderson,34,Middle Aged,Female,Employed,Singapore,Designer,Internal,22-05-2025,Accepted,07-06-2025,30 Days,,,Send reminder
D2LTNYC,Grace Ray Miller,37,Middle Aged,Female,Employed,New York,Engineer,Referral,01-05-2025,Joined,20-05-2025,30 Days,30-05-2025,,No Action
ZWQLHYD,David Scott Garcia,45,Aging,Male,Unemployed,Hyderabad,Designer,Job Portal,11-05-2025,Offered,30-05-2025,30 Days,,,Follow up
1H9MLON,Judy Elizabeth Garcia,39,Middle Aged,Female,Employed,London,Analyst,Referral,27-04-2025,Offered,16-05-2025,30 Days,,9,Follow up
10XHLON,Emily Thomas Rodriguez,29,Young,Male,Employed,London,Designer,Referral,15-05-2025,Offered,27-05-2025,30 Days,,,Follow up
NUHPNYC,Frank Grace Brown,42,Aging,Female,Employed,New York,Designer,Internal,05-05-2025,Offered,19-05-2025,Immediately,,8,Follow up
4H9XNYC,Charlie Rose Martin,29,Young,Male,Unemployed,New York,Engineer,Internal,17-05-2025,Interviewed,,,,,Await Decision
350NSGP,Daniel Drew Moore,25,Young,Male,Employed,Singapore,Designer,Referral,05-05-2025,Accepted,20-05-2025,30 Days,,,Send reminder
B3H0LON,Emily Jane Moore,43,Aging,Female,Employed,London,Engineer,Internal,27-04-2025,Offered,09-05-2025,30 Days,,,Follow up
T37RNYC,Judy Beth Garcia,29,Young,Female,Employed,New York,Analyst,Job Portal,29-04-2025,Offered,11-05-2025,15 Days,,,Follow up
CJ38SGP,Eve Jane Robinson,32,Middle Aged,Male,Employed,Singapore,Designer,Campus,07-05-2025,Offered,23-05-2025,Immediately,,,Follow up
X8M6SGP,Diana Rose Anderson,26,Young,Male,Student,Singapore,Manager,Internal,26-04-2025,Joined,10-05-2025,15 Days,19-05-2025,,No Action
J5RYSGP,Frank Rose Anderson,26,Young,Female,Employed,Singapore,Analyst,Job Portal,16-05-2025,Accepted,03-06-2025,Immediately,,,Send reminder
Q245HYD,Charlie Dean Moore,40,Middle Aged,Female,Employed,Hyderabad,Designer,Internal,25-04-2025,Joined,07-05-2025,30 Days,15-05-2025,9,No Action
M8J7LON,Sarah Thomas Williams,24,Young,Male,Employed,London,Designer,Referral,06-05-2025,Offered,23-05-2025,15 Days,,13,Follow up
9N24LON,Judy Ray Davis,40,Middle Aged,Male,Employed,London,Manager,Campus,29-04-2025,Accepted,15-05-2025,30 Days,,,Send reminder
6QAMHYD,David Dean Martinez,29,Young,Female,Employed,Hyderabad,Engineer,Job Portal,14-05-2025,Accepted,24-05-2025,Immediately,,,Send reminder
AJX7HYD,Judy Victoria Thompson,44,Aging,Male,Employed,Hyderabad,Designer,Job Portal,14-05-2025,Accepted,26-05-2025,30 Days,,,Send reminder
7VTWHYD,Bob William Jackson,24,Young,Female,Employed,Hyderabad,Engineer,Referral,20-05-2025,Accepted,09-06-2025,30 Days,,,Send reminder
QT6ZLON,Eve Beth Jackson,43,Aging,Male,Employed,London,Analyst,Internal,27-04-2025,Accepted,10-05-2025,Immediately,,,Send reminder
6AXCSGP,Frank Marie Davis,30,Middle Aged,Female,Unemployed,Singapore,Engineer,Campus,29-04-2025,Offered,16-05-2025,30 Days,,,Follow up
USNVLON,William Ann Anderson,31,Middle Aged,Female,Employed,London,Analyst,Campus,05-05-2025,Joined,24-05-2025,30 Days,02-06-2025,,No Action
UFM4HYD,William Elizabeth Jones,44,Aging,Male,Employed,Hyderabad,Engineer,Internal,11-05-2025,Joined,21-05-2025,15 Days,03-06-2025,,No Action
V0X1LON,Sarah Thomas Wilson,38,Middle Aged,Female,Unemployed,London,Engineer,Referral,16-05-2025,Interviewed,,,,,Await Decision
E65OSGP,Heidi William Taylor,35,Middle Aged,Male,Employed,Singapore,Manager,Referral,10-05-2025,Accepted,28-05-2025,Immediately,,,Send reminder
2A3VSGP,Grace Dean Martinez,36,Middle Aged,Female,Unemployed,Singapore,Designer,Campus,05-05-2025,Offered,21-05-2025,Immediately,,,Follow up
CZ8DLON,Eve Dean Garcia,40,Middle Aged,Male,Employed,London,Engineer,Job Portal,17-05-2025,Interviewed,,,,,Await Decision
TBO8SGP,William Thomas Davis,38,Middle Aged,Male,Employed,Singapore,Engineer,Referral,11-05-2025,Offered,28-05-2025,30 Days,,,Follow up
QCVBSGP,Eve Dean Martinez,30,Middle Aged,Male,Employed,Singapore,Engineer,Job Portal,10-05-2025,Offered,26-05-2025,Immediately,,,Follow up
4K1MHYD,James Mae Brown,25,Young,Non-Binary,Student,Hyderabad,Manager,Job Portal,06-05-2025,Offered,17-05-2025,Immediately,,,Follow up
THXDHYD,Emily Victoria Wilson,39,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Referral,11-05-2025,Offered,30-05-2025,30 Days,,7,Follow up
2YBUHYD,Sophia Victoria Brown,26,Young,Female,Employed,Hyderabad,Manager,Internal,23-05-2025,Interviewed,,,,14,Await Decision
8T72NYC,Alice Lynn Harris,34,Middle Aged,Female,Employed,New York,Engineer,Internal,26-04-2025,Accepted,08-05-2025,30 Days,,8,Send reminder
E7M0SGP,Sophia Jane Taylor,22,Young,Female,Unemployed,Singapore,Designer,Internal,03-05-2025,Accepted,15-05-2025,Immediately,,15,Send reminder
BEUYSGP,Heidi White,45,Aging,Female,Employed,Singapore,Manager,Campus,12-05-2025,Interviewed,,,,10,Await Decision
ARB5LON,Charlie Louise Wilson,38,Middle Aged,Male,Unemployed,London,Engineer,Campus,16-05-2025,Offered,02-06-2025,Immediately,,,Follow up
DBOQHYD,Diana Mae Williams,27,Young,Female,Unemployed,Hyderabad,Engineer,Internal,14-05-2025,Accepted,27-05-2025,Immediately,,14,Send reminder
TBR2LON,Frank Ann Jackson,28,Young,Male,Unemployed,London,Manager,Campus,12-05-2025,Accepted,01-06-2025,Immediately,,,Send reminder
NYWZHYD,Charlie Beth Harris,30,Middle Aged,Female,Unemployed,Hyderabad,Manager,Job Portal,24-04-2025,Joined,05-05-2025,30 Days,12-05-2025,,No Action
TJ6ZSGP,Sophia Beth Moore,32,Middle Aged,Female,Unemployed,Singapore,Manager,Internal,27-04-2025,Joined,14-05-2025,15 Days,28-05-2025,,No Action
OOVVSGP,Ava Robinson,44,Aging,Female,Unemployed,Singapore,Designer,Job Portal,29-04-2025,Joined,18-05-2025,15 Days,26-05-2025,,No Action
3IMZSGP,Eve Dean Anderson,36,Middle Aged,Non-Binary,Employed,Singapore,Manager,Campus,18-05-2025,Joined,02-06-2025,Immediately,17-06-2025,11,No Action
YCX9LON,Alice William Jackson,33,Middle Aged,Male,Unemployed,London,Designer,Referral,03-05-2025,Joined,22-05-2025,15 Days,01-06-2025,7,No Action
02NUNYC,Emily Sue Miller,31,Middle Aged,Male,Unemployed,New York,Designer,Internal,21-05-2025,Offered,31-05-2025,Immediately,,,Follow up
NSUFNYC,Daniel Lee Smith,34,Middle Aged,Male,Employed,New York,Designer,Internal,07-05-2025,Joined,21-05-2025,15 Days,04-06-2025,10,No Action
W61WNYC,David Rose Brown,43,Aging,Male,Unemployed,New York,Designer,Campus,23-05-2025,Interviewed,,,,13,Await Decision
DT0NNYC,Emily Grace Anderson,35,Middle Aged,Male,Unemployed,New York,Engineer,Referral,07-05-2025,Offered,26-05-2025,15 Days,,,Follow up
KJ2RNYC,Emily Jane Martin,41,Aging,Male,Unemployed,New York,Designer,Internal,08-05-2025,Accepted,28-05-2025,30 Days,,,Send reminder
9POELON,Frank Louise Robinson,31,Middle Aged,Female,Employed,London,Designer,Referral,22-05-2025,Accepted,03-06-2025,Immediately,,,Send reminder
2QB2LON,Olivia Louise Anderson,39,Middle Aged,Male,Employed,London,Designer,Job Portal,28-04-2025,Joined,16-05-2025,15 Days,27-05-2025,,No Action
1T59SGP,Heidi Victoria Jackson,45,Aging,Female,Employed,Singapore,Analyst,Campus,20-05-2025,Joined,09-06-2025,30 Days,16-06-2025,,No Action
PBG4SGP,Judy Jane Clark,44,Aging,Female,Employed,Singapore,Designer,Job Portal,28-04-2025,Accepted,08-05-2025,Immediately,,,Send reminder
OB84SGP,Sophia Grace Wilson,42,Aging,Male,Employed,Singapore,Designer,Job Portal,07-05-2025,Joined,25-05-2025,30 Days,04-06-2025,,No Action
VANISGP,Frank Rose Robinson,30,Middle Aged,Male,Employed,Singapore,Designer,Campus,30-04-2025,Joined,14-05-2025,30 Days,27-05-2025,7,No Action
7HYQSGP,James Louise Anderson,43,Aging,Female,Employed,Singapore,Designer,Job Portal,03-05-2025,Interviewed,,,,,Await Decision
2969NYC,Eve Rose Thompson,25,Young,Male,Unemployed,New York,Designer,Campus,30-04-2025,Offered,12-05-2025,30 Days,,,Follow up
OP9ONYC,James Drew Jackson,43,Aging,Female,Employed,New York,Designer,Campus,28-04-2025,Accepted,14-05-2025,15 Days,,,Send reminder
APXQSGP,Eve Victoria Rodriguez,38,Middle Aged,Female,Employed,Singapore,Engineer,Internal,27-04-2025,Offered,07-05-2025,30 Days,,,Follow up
AG0VSGP,Alice Williams,34,Middle Aged,Male,Unemployed,Singapore,Engineer,Campus,17-05-2025,Offered,29-05-2025,15 Days,,13,Follow up
60L2SGP,Bob Lynn Brown,41,Aging,Female,Employed,Singapore,Engineer,Referral,13-05-2025,Offered,27-05-2025,Immediately,,,Follow up
BENINYC,Sarah Victoria Miller,26,Young,Non-Binary,Employed,New York,Manager,Internal,06-05-2025,Accepted,25-05-2025,15 Days,,,Send reminder
V1YRHYD,William Mae Martin,26,Young,Female,Unemployed,Hyderabad,Designer,Referral,26-04-2025,Joined,11-05-2025,30 Days,18-05-2025,,No Action
Q9NRHYD,Ava Scott Clark,44,Aging,Male,Employed,Hyderabad,Designer,Campus,19-05-2025,Interviewed,,,,,Await Decision
NMM5SGP,Ava Thomas Thompson,27,Young,Male,Unemployed,Singapore,Designer,Job Portal,10-05-2025,Interviewed,,,,,Await Decision
DXXRSGP,Alice Drew Miller,36,Middle Aged,Male,Employed,Singapore,Analyst,Job Portal,19-05-2025,Offered,01-06-2025,Immediately,,14,Follow up
MEUPNYC,Charlie Thomas Garcia,24,Young,Female,Employed,New York,Designer,Internal,26-04-2025,Offered,15-05-2025,15 Days,,14,Follow up
5CITSGP,Sarah Elizabeth White,29,Young,Male,Employed,Singapore,Analyst,Referral,02-05-2025,Joined,22-05-2025,Immediately,04-06-2025,11,No Action
17CYHYD,Alice Rose Miller,37,Middle Aged,Female,Employed,Hyderabad,Manager,Campus,30-04-2025,Offered,20-05-2025,15 Days,,,Follow up
61C0SGP,Ivan Williams,23,Young,Female,Student,Singapore,Analyst,Referral,20-05-2025,Offered,03-06-2025,Immediately,,,Follow up
PVH1HYD,Ivan Clark,27,Young,Female,Employed,Hyderabad,Engineer,Referral,06-05-2025,Offered,19-05-2025,30 Days,,,Follow up
KHELLON,Sophia Scott Garcia,32,Middle Aged,Male,Unemployed,London,Designer,Referral,21-05-2025,Offered,09-06-2025,Immediately,,,Follow up
B52MNYC,Judy Louise Davis,45,Aging,Male,Unemployed,New York,Manager,Campus,26-04-2025,Accepted,08-05-2025,30 Days,,7,Send reminder
GUXYLON,Emily Lee Rodriguez,40,Middle Aged,Male,Employed,London,Designer,Job Portal,27-04-2025,Joined,08-05-2025,15 Days,22-05-2025,8,No Action
QPMXHYD,Frank Mae Harris,22,Young,Female,Unemployed,Hyderabad,Designer,Internal,24-04-2025,Joined,13-05-2025,30 Days,27-05-2025,,No Action
UV2BNYC,James Drew Wilson,34,Middle Aged,Male,Unemployed,New York,Analyst,Internal,13-05-2025,Joined,27-05-2025,30 Days,07-06-2025,,No Action
BONDSGP,Ava Scott Clark,44,Aging,Male,Unemployed,Singapore,Manager,Internal,09-05-2025,Offered,19-05-2025,30 Days,,,Follow up
KQ0PHYD,James Sue Jones,34,Middle Aged,Male,Employed,Hyderabad,Analyst,Job Portal,08-05-2025,Offered,23-05-2025,15 Days,,,Follow up
SIPPHYD,Charlie Lee Smith,34,Middle Aged,Non-Binary,Employed,Hyderabad,Engineer,Referral,01-05-2025,Accepted,21-05-2025,Immediately,,,Send reminder
JTHJNYC,Alice Sue Williams,43,Aging,Male,Employed,New York,Manager,Internal,25-04-2025,Accepted,07-05-2025,15 Days,,,Send reminder
ZZFTLON,Diana Ray Garcia,23,Young,Female,Unemployed,London,Designer,Job Portal,29-04-2025,Joined,16-05-2025,30 Days,23-05-2025,,No Action
RV77LON,Ivan Dean Smith,41,Aging,Male,Unemployed,London,Manager,Referral,06-05-2025,Joined,17-05-2025,Immediately,25-05-2025,15,No Action
KNAINYC,Charlie Dean Moore,25,Young,Male,Unemployed,New York,Designer,Referral,19-05-2025,Offered,08-06-2025,Immediately,,,Follow up
VZSCHYD,Eve Anderson,42,Aging,Male,Unemployed,Hyderabad,Designer,Referral,03-05-2025,Accepted,17-05-2025,30 Days,,,Send reminder
SJAZSGP,William Thomas Moore,32,Middle Aged,Female,Unemployed,Singapore,Analyst,Internal,01-05-2025,Accepted,12-05-2025,15 Days,,14,Send reminder
3Z3GHYD,Olivia Mae Jones,45,Aging,Non-Binary,Unemployed,Hyderabad,Analyst,Job Portal,13-05-2025,Interviewed,,,,,Await Decision
3Z8ULON,Daniel Grace Robinson,26,Young,Female,Employed,London,Analyst,Job Portal,06-05-2025,Offered,18-05-2025,15 Days,,,Follow up
KEDDHYD,Daniel Dean Clark,30,Middle Aged,Female,Employed,Hyderabad,Manager,Campus,04-05-2025,Offered,21-05-2025,15 Days,,,Follow up
4S99LON,Ivan Louise White,39,Middle Aged,Non-Binary,Employed,London,Analyst,Job Portal,19-05-2025,Offered,31-05-2025,15 Days,,,Follow up
JYHALON,Alice Ann Williams,45,Aging,Male,Employed,London,Engineer,Referral,07-05-2025,Joined,18-05-2025,Immediately,02-06-2025,15,No Action
N35TSGP,Frank Thomas Williams,34,Middle Aged,Male,Unemployed,Singapore,Analyst,Referral,09-05-2025,Accepted,20-05-2025,30 Days,,,Send reminder
9K9BNYC,Ava Dean Rodriguez,44,Aging,Female,Unemployed,New York,Designer,Internal,03-05-2025,Accepted,14-05-2025,30 Days,,,Send reminder
NPQJNYC,Sarah Sue White,22,Young,Non-Binary,Employed,New York,Analyst,Internal,16-05-2025,Joined,28-05-2025,30 Days,11-06-2025,,No Action
8CG9LON,Grace Marie Thompson,37,Middle Aged,Male,Employed,London,Engineer,Referral,26-04-2025,Interviewed,,,,,Await Decision
9G78SGP,Ava Rose Brown,22,Young,Female,Employed,Singapore,Designer,Campus,16-05-2025,Accepted,05-06-2025,Immediately,,13,Send reminder
OUFZHYD,Ava Beth Harris,36,Middle Aged,Female,Employed,Hyderabad,Manager,Referral,02-05-2025,Offered,22-05-2025,15 Days,,,Follow up
X8RSSGP,Charlie Lynn Jones,35,Middle Aged,Female,Employed,Singapore,Designer,Job Portal,28-04-2025,Offered,13-05-2025,30 Days,,,Follow up
NX31LON,James Dean Brown,34,Middle Aged,Female,Employed,London,Engineer,Referral,09-05-2025,Joined,19-05-2025,Immediately,03-06-2025,,No Action
